# Verified urban-flood event ledger, Guwahati (Kamrup Metropolitan). One row per event-locality pair.
# Source: docs/guwahati_flash_flood_events_2018_2025.md (source-verified inventory). Built by scripts/build_flood_ledger.py.
# lat/lon are LOCALITY CENTROIDS from OpenStreetMap Nominatim, NOT surveyed flood polygons. They are weak labels.
# geocode_quality: place_centroid | named_feature_point (e.g. a bus stop named for the locality) | road_segment_point | unresolved (blank lat/lon).
# A name is accepted only if an OSM feature has EXACTLY that name; unresolved names are left blank, never guessed.
# rainfall_mm is blank where the source reports none or reports unreconciled figures; no nearby or modelled value is substituted.
# Excluded: 14 Jun 2022 (Boragaon) - source grades it C for flood validation (B for landslide).
# Read with pandas.read_csv(path, comment='#').
date,locality,lat,lon,rainfall_mm,evidence_grade,source_url,geocode_source,locality_type,geocode_quality,notes
2024-08-05,Anil Nagar,26.167322,91.773161,78.4,B,https://timesofindia.indiatimes.com/city/guwahati/guwahati-records-years-highest-single-day-rainfall-life-disrupted/articleshow/112331073.cms | https://timesofindia.indiatimes.com/city/guwahati/hour-long-rainfall-causes-chaos-in-city-floods-streets/amp_articleshow/112301324.cms | https://theprint.in/india/heavy-rain-leads-to-waterlogging-disruption-of-normal-life-in-assams-guwahati/2209665/,"OpenStreetMap Nominatim, plain-name query 'Anil Nagar' bounded to Kamrup Metropolitan; accepted OSM node 6168671977 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,"78.4 mm is the RMC city total for 08:30 5 Aug to 08:30 6 Aug (24 h), not the ~1-hour downpour that caused the flooding."
2024-08-05,Ganeshguri,26.149571,91.785012,78.4,B,https://timesofindia.indiatimes.com/city/guwahati/guwahati-records-years-highest-single-day-rainfall-life-disrupted/articleshow/112331073.cms | https://timesofindia.indiatimes.com/city/guwahati/hour-long-rainfall-causes-chaos-in-city-floods-streets/amp_articleshow/112301324.cms | https://theprint.in/india/heavy-rain-leads-to-waterlogging-disruption-of-normal-life-in-assams-guwahati/2209665/,"OpenStreetMap Nominatim, plain-name query 'Ganeshguri' bounded to Kamrup Metropolitan; accepted OSM node 6160885941 (place=suburb), exact name match, quality place_centroid, 1 accepted of 3 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,"78.4 mm is the RMC city total for 08:30 5 Aug to 08:30 6 Aug (24 h), not the ~1-hour downpour that caused the flooding."
2024-08-05,Hedayetpur,,,78.4,B,https://timesofindia.indiatimes.com/city/guwahati/guwahati-records-years-highest-single-day-rainfall-life-disrupted/articleshow/112331073.cms | https://timesofindia.indiatimes.com/city/guwahati/hour-long-rainfall-causes-chaos-in-city-floods-streets/amp_articleshow/112301324.cms | https://theprint.in/india/heavy-rain-leads-to-waterlogging-disruption-of-normal-life-in-assams-guwahati/2209665/,"OpenStreetMap Nominatim: no returned candidate (of 0) has an OSM name equal to 'Hedayetpur'; coordinates left blank, not guessed; retrieved 2026-09-19",neighbourhood,unresolved,"78.4 mm is the RMC city total for 08:30 5 Aug to 08:30 6 Aug (24 h), not the ~1-hour downpour that caused the flooding."
2024-08-05,Dispur MLA quarters,,,78.4,B,https://timesofindia.indiatimes.com/city/guwahati/guwahati-records-years-highest-single-day-rainfall-life-disrupted/articleshow/112331073.cms | https://timesofindia.indiatimes.com/city/guwahati/hour-long-rainfall-causes-chaos-in-city-floods-streets/amp_articleshow/112301324.cms | https://theprint.in/india/heavy-rain-leads-to-waterlogging-disruption-of-normal-life-in-assams-guwahati/2209665/,"OpenStreetMap Nominatim: no returned candidate (of 0) has an OSM name equal to 'MLA Quarters Dispur'; coordinates left blank, not guessed; retrieved 2026-09-19",neighbourhood,unresolved,"78.4 mm is the RMC city total for 08:30 5 Aug to 08:30 6 Aug (24 h), not the ~1-hour downpour that caused the flooding. Geocoded as 'MLA Quarters Dispur'."
2024-08-05,Tarun Nagar,,,78.4,B,https://timesofindia.indiatimes.com/city/guwahati/guwahati-records-years-highest-single-day-rainfall-life-disrupted/articleshow/112331073.cms | https://timesofindia.indiatimes.com/city/guwahati/hour-long-rainfall-causes-chaos-in-city-floods-streets/amp_articleshow/112301324.cms | https://theprint.in/india/heavy-rain-leads-to-waterlogging-disruption-of-normal-life-in-assams-guwahati/2209665/,"OpenStreetMap Nominatim: no returned candidate (of 3) has an OSM name equal to 'Tarun Nagar'; coordinates left blank, not guessed; retrieved 2026-09-19",neighbourhood,unresolved,"78.4 mm is the RMC city total for 08:30 5 Aug to 08:30 6 Aug (24 h), not the ~1-hour downpour that caused the flooding."
2024-08-05,Jyotikuchi,26.130561,91.735427,78.4,B,https://timesofindia.indiatimes.com/city/guwahati/guwahati-records-years-highest-single-day-rainfall-life-disrupted/articleshow/112331073.cms | https://timesofindia.indiatimes.com/city/guwahati/hour-long-rainfall-causes-chaos-in-city-floods-streets/amp_articleshow/112301324.cms | https://theprint.in/india/heavy-rain-leads-to-waterlogging-disruption-of-normal-life-in-assams-guwahati/2209665/,"OpenStreetMap Nominatim, plain-name query 'Jyotikuchi' bounded to Kamrup Metropolitan; accepted OSM node 6160665852 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,"78.4 mm is the RMC city total for 08:30 5 Aug to 08:30 6 Aug (24 h), not the ~1-hour downpour that caused the flooding."
2024-08-05,Ghoramara,,,78.4,B,https://timesofindia.indiatimes.com/city/guwahati/guwahati-records-years-highest-single-day-rainfall-life-disrupted/articleshow/112331073.cms | https://timesofindia.indiatimes.com/city/guwahati/hour-long-rainfall-causes-chaos-in-city-floods-streets/amp_articleshow/112301324.cms | https://theprint.in/india/heavy-rain-leads-to-waterlogging-disruption-of-normal-life-in-assams-guwahati/2209665/,"OpenStreetMap Nominatim: no returned candidate (of 1) has an OSM name equal to 'Ghoramara'; coordinates left blank, not guessed; retrieved 2026-09-19",neighbourhood,unresolved,"78.4 mm is the RMC city total for 08:30 5 Aug to 08:30 6 Aug (24 h), not the ~1-hour downpour that caused the flooding."
2024-08-05,VIP Road,26.159896,91.819321,78.4,B,https://timesofindia.indiatimes.com/city/guwahati/guwahati-records-years-highest-single-day-rainfall-life-disrupted/articleshow/112331073.cms | https://timesofindia.indiatimes.com/city/guwahati/hour-long-rainfall-causes-chaos-in-city-floods-streets/amp_articleshow/112301324.cms | https://theprint.in/india/heavy-rain-leads-to-waterlogging-disruption-of-normal-life-in-assams-guwahati/2209665/,"OpenStreetMap Nominatim, plain-name query 'VIP Road' bounded to Kamrup Metropolitan; accepted OSM way 405840604 (highway=secondary), exact name match, quality road_segment_point, 2 accepted of 2 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",road_corridor,road_segment_point,"78.4 mm is the RMC city total for 08:30 5 Aug to 08:30 6 Aug (24 h), not the ~1-hour downpour that caused the flooding."
2024-08-05,Rajgarh Road,26.17025,91.770602,78.4,B,https://timesofindia.indiatimes.com/city/guwahati/guwahati-records-years-highest-single-day-rainfall-life-disrupted/articleshow/112331073.cms | https://timesofindia.indiatimes.com/city/guwahati/hour-long-rainfall-causes-chaos-in-city-floods-streets/amp_articleshow/112301324.cms | https://theprint.in/india/heavy-rain-leads-to-waterlogging-disruption-of-normal-life-in-assams-guwahati/2209665/,"OpenStreetMap Nominatim, plain-name query 'Rajgarh Road' bounded to Kamrup Metropolitan; accepted OSM way 1135617344 (highway=secondary), exact name match, quality road_segment_point, 4 accepted of 4 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",road_corridor,road_segment_point,"78.4 mm is the RMC city total for 08:30 5 Aug to 08:30 6 Aug (24 h), not the ~1-hour downpour that caused the flooding."
2024-08-05,Jorabat,26.099316,91.87732,78.4,B,https://timesofindia.indiatimes.com/city/guwahati/guwahati-records-years-highest-single-day-rainfall-life-disrupted/articleshow/112331073.cms | https://timesofindia.indiatimes.com/city/guwahati/hour-long-rainfall-causes-chaos-in-city-floods-streets/amp_articleshow/112301324.cms | https://theprint.in/india/heavy-rain-leads-to-waterlogging-disruption-of-normal-life-in-assams-guwahati/2209665/,"OpenStreetMap Nominatim, plain-name query 'Jorabat' bounded to Kamrup Metropolitan; accepted OSM node 566672798 (place=town), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,"78.4 mm is the RMC city total for 08:30 5 Aug to 08:30 6 Aug (24 h), not the ~1-hour downpour that caused the flooding."
2024-08-05,Chatribari,,,78.4,B,https://timesofindia.indiatimes.com/city/guwahati/guwahati-records-years-highest-single-day-rainfall-life-disrupted/articleshow/112331073.cms | https://timesofindia.indiatimes.com/city/guwahati/hour-long-rainfall-causes-chaos-in-city-floods-streets/amp_articleshow/112301324.cms | https://theprint.in/india/heavy-rain-leads-to-waterlogging-disruption-of-normal-life-in-assams-guwahati/2209665/,"OpenStreetMap Nominatim: no returned candidate (of 0) has an OSM name equal to 'Chatribari'; coordinates left blank, not guessed; retrieved 2026-09-19",neighbourhood,unresolved,"78.4 mm is the RMC city total for 08:30 5 Aug to 08:30 6 Aug (24 h), not the ~1-hour downpour that caused the flooding."
2025-05-10,Chandmari,26.184116,91.774091,,B-,https://timesofindia.indiatimes.com/city/guwahati/2-hr-rain-triggers-power-cuts-waterlogging-in-guwahati/articleshow/121064212.cms,"OpenStreetMap Nominatim, plain-name query 'Chandmari' bounded to Kamrup Metropolitan; accepted OSM node 6160817648 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,"Source cites 41 mm at Amingaon, a nearby non-city-centre station; not used as the event rainfall."
2025-05-10,Nabin Nagar,,,,B-,https://timesofindia.indiatimes.com/city/guwahati/2-hr-rain-triggers-power-cuts-waterlogging-in-guwahati/articleshow/121064212.cms,"OpenStreetMap Nominatim: no returned candidate (of 0) has an OSM name equal to 'Nabin Nagar'; coordinates left blank, not guessed; retrieved 2026-09-19",neighbourhood,unresolved,"Source cites 41 mm at Amingaon, a nearby non-city-centre station; not used as the event rainfall."
2025-05-10,Rukminigaon,26.135777,91.802866,,B-,https://timesofindia.indiatimes.com/city/guwahati/2-hr-rain-triggers-power-cuts-waterlogging-in-guwahati/articleshow/121064212.cms,"OpenStreetMap Nominatim, plain-name query 'Rukminigaon' bounded to Kamrup Metropolitan; accepted OSM node 11378891569 (highway=bus_stop), exact name match, quality named_feature_point, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,named_feature_point,"Source cites 41 mm at Amingaon, a nearby non-city-centre station; not used as the event rainfall."
2025-05-10,Geetanagar,,,,B-,https://timesofindia.indiatimes.com/city/guwahati/2-hr-rain-triggers-power-cuts-waterlogging-in-guwahati/articleshow/121064212.cms,"OpenStreetMap Nominatim: no returned candidate (of 1) has an OSM name equal to 'Geetanagar'; coordinates left blank, not guessed; retrieved 2026-09-19",neighbourhood,unresolved,"Source cites 41 mm at Amingaon, a nearby non-city-centre station; not used as the event rainfall."
2025-05-10,Ganeshguri,26.149571,91.785012,,B-,https://timesofindia.indiatimes.com/city/guwahati/2-hr-rain-triggers-power-cuts-waterlogging-in-guwahati/articleshow/121064212.cms,"OpenStreetMap Nominatim, plain-name query 'Ganeshguri' bounded to Kamrup Metropolitan; accepted OSM node 6160885941 (place=suburb), exact name match, quality place_centroid, 1 accepted of 3 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,"Source cites 41 mm at Amingaon, a nearby non-city-centre station; not used as the event rainfall."
2025-05-10,Anil Nagar,26.167322,91.773161,,B-,https://timesofindia.indiatimes.com/city/guwahati/2-hr-rain-triggers-power-cuts-waterlogging-in-guwahati/articleshow/121064212.cms,"OpenStreetMap Nominatim, plain-name query 'Anil Nagar' bounded to Kamrup Metropolitan; accepted OSM node 6168671977 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,"Source cites 41 mm at Amingaon, a nearby non-city-centre station; not used as the event rainfall."
2025-05-10,Ambikagiri Nagar,26.169117,91.782767,,B-,https://timesofindia.indiatimes.com/city/guwahati/2-hr-rain-triggers-power-cuts-waterlogging-in-guwahati/articleshow/121064212.cms,"OpenStreetMap Nominatim, plain-name query 'Ambikagiri Nagar' bounded to Kamrup Metropolitan; accepted OSM node 6160815872 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,"Source cites 41 mm at Amingaon, a nearby non-city-centre station; not used as the event rainfall."
2025-05-20,Jatia,,,,C+,https://economictimes.indiatimes.com/news/new-updates/assam-schools-shut-traffic-chaos-and-more-flooded-guwahati-grinds-to-a-halt-imd-warns-of-more-rain-ahead/articleshow/121293114.cms | https://timesofindia.indiatimes.com/city/guwahati/heavy-rain-floods-guwahati-disrupts-life/articleshow/121298862.cms,"OpenStreetMap Nominatim: no returned candidate (of 1) has an OSM name equal to 'Jatia'; coordinates left blank, not guessed; retrieved 2026-09-19",neighbourhood,unresolved,Rainfall not stated in the retained event report. Overnight rain into the morning of 20 May.
2025-05-20,Rukminigaon,26.135777,91.802866,,C+,https://economictimes.indiatimes.com/news/new-updates/assam-schools-shut-traffic-chaos-and-more-flooded-guwahati-grinds-to-a-halt-imd-warns-of-more-rain-ahead/articleshow/121293114.cms | https://timesofindia.indiatimes.com/city/guwahati/heavy-rain-floods-guwahati-disrupts-life/articleshow/121298862.cms,"OpenStreetMap Nominatim, plain-name query 'Rukminigaon' bounded to Kamrup Metropolitan; accepted OSM node 11378891569 (highway=bus_stop), exact name match, quality named_feature_point, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,named_feature_point,Rainfall not stated in the retained event report. Overnight rain into the morning of 20 May.
2025-05-20,Beltola,26.123721,91.799099,,C+,https://economictimes.indiatimes.com/news/new-updates/assam-schools-shut-traffic-chaos-and-more-flooded-guwahati-grinds-to-a-halt-imd-warns-of-more-rain-ahead/articleshow/121293114.cms | https://timesofindia.indiatimes.com/city/guwahati/heavy-rain-floods-guwahati-disrupts-life/articleshow/121298862.cms,"OpenStreetMap Nominatim, plain-name query 'Beltola' bounded to Kamrup Metropolitan; accepted OSM node 6160810152 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,Rainfall not stated in the retained event report. Overnight rain into the morning of 20 May.
2025-05-20,Anil Nagar,26.167322,91.773161,,C+,https://economictimes.indiatimes.com/news/new-updates/assam-schools-shut-traffic-chaos-and-more-flooded-guwahati-grinds-to-a-halt-imd-warns-of-more-rain-ahead/articleshow/121293114.cms | https://timesofindia.indiatimes.com/city/guwahati/heavy-rain-floods-guwahati-disrupts-life/articleshow/121298862.cms,"OpenStreetMap Nominatim, plain-name query 'Anil Nagar' bounded to Kamrup Metropolitan; accepted OSM node 6168671977 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,Rainfall not stated in the retained event report. Overnight rain into the morning of 20 May.
2025-05-20,Nabin Nagar,,,,C+,https://economictimes.indiatimes.com/news/new-updates/assam-schools-shut-traffic-chaos-and-more-flooded-guwahati-grinds-to-a-halt-imd-warns-of-more-rain-ahead/articleshow/121293114.cms | https://timesofindia.indiatimes.com/city/guwahati/heavy-rain-floods-guwahati-disrupts-life/articleshow/121298862.cms,"OpenStreetMap Nominatim: no returned candidate (of 0) has an OSM name equal to 'Nabin Nagar'; coordinates left blank, not guessed; retrieved 2026-09-19",neighbourhood,unresolved,Rainfall not stated in the retained event report. Overnight rain into the morning of 20 May.
2025-05-20,Hatigaon,26.132573,91.77966,,C+,https://economictimes.indiatimes.com/news/new-updates/assam-schools-shut-traffic-chaos-and-more-flooded-guwahati-grinds-to-a-halt-imd-warns-of-more-rain-ahead/articleshow/121293114.cms | https://timesofindia.indiatimes.com/city/guwahati/heavy-rain-floods-guwahati-disrupts-life/articleshow/121298862.cms,"OpenStreetMap Nominatim, plain-name query 'Hatigaon' bounded to Kamrup Metropolitan; accepted OSM node 6160729426 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,Rainfall not stated in the retained event report. Overnight rain into the morning of 20 May.
2025-05-20,Chandmari,26.184116,91.774091,,C+,https://economictimes.indiatimes.com/news/new-updates/assam-schools-shut-traffic-chaos-and-more-flooded-guwahati-grinds-to-a-halt-imd-warns-of-more-rain-ahead/articleshow/121293114.cms | https://timesofindia.indiatimes.com/city/guwahati/heavy-rain-floods-guwahati-disrupts-life/articleshow/121298862.cms,"OpenStreetMap Nominatim, plain-name query 'Chandmari' bounded to Kamrup Metropolitan; accepted OSM node 6160817648 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,Rainfall not stated in the retained event report. Overnight rain into the morning of 20 May.
2025-05-20,Zoo Road,26.147501,91.786104,,C+,https://economictimes.indiatimes.com/news/new-updates/assam-schools-shut-traffic-chaos-and-more-flooded-guwahati-grinds-to-a-halt-imd-warns-of-more-rain-ahead/articleshow/121293114.cms | https://timesofindia.indiatimes.com/city/guwahati/heavy-rain-floods-guwahati-disrupts-life/articleshow/121298862.cms,"OpenStreetMap Nominatim, plain-name query 'Zoo Road' bounded to Kamrup Metropolitan; accepted OSM way 1267019488 (highway=secondary), exact name match, quality road_segment_point, 1 accepted of 5 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",road_corridor,road_segment_point,Rainfall not stated in the retained event report. Overnight rain into the morning of 20 May.
2025-05-20,Ganeshguri,26.149571,91.785012,,C+,https://economictimes.indiatimes.com/news/new-updates/assam-schools-shut-traffic-chaos-and-more-flooded-guwahati-grinds-to-a-halt-imd-warns-of-more-rain-ahead/articleshow/121293114.cms | https://timesofindia.indiatimes.com/city/guwahati/heavy-rain-floods-guwahati-disrupts-life/articleshow/121298862.cms,"OpenStreetMap Nominatim, plain-name query 'Ganeshguri' bounded to Kamrup Metropolitan; accepted OSM node 6160885941 (place=suburb), exact name match, quality place_centroid, 1 accepted of 3 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,Rainfall not stated in the retained event report. Overnight rain into the morning of 20 May.
